Content,ID,Timestamp,Length,LengthPalabras,Autor
@mileycyrus my friends are. but not me. ,2051098005,2009-06-05 19:51:31,40,7,RayleneOrnelas
"@mileycyrus hey i was just watching the episode about oliver getting the part, while i was working out &amp; didnt finish it.  but oh well ...",2051142833,2009-06-05 19:56:30,142,26,yo_its_liz
@mileycyrus I so wish I could go to @mitchelmusso gig but I'm in San francisco now ,2051164435,2009-06-05 19:58:49,83,16,Katheeeryn
@mileycyrus I am!! not ,2051324883,2009-06-05 21:39:49,23,4,ashleykristine
@mileycyrus ugh.  Here in our country it's very late  we're still on the 3rd season ,2051689517,2009-06-05 22:34:12,84,15,NOTICEmeDAVID
@mileycyrus hii miley!!! ohh so bad that the serie finish  ohh cool :O?  its going to be a 4th season !!!??? yeahh ,2051690552,2009-06-05 22:34:20,115,22,rlgarcia93
@mileycyrus btw please come to puerto rico  with metro station! ,2051748785,2009-06-05 22:42:51,64,10,ylilove
"i wish @mileycyrus would wish me a happy birthday, it'd make my day better. but i know theres no chance in that ",2051755302,2009-06-05 22:43:51,112,22,XFearLessX
"@mileycyrus miley,yesterday was my sweet 16.please say something  i just widh you reply me.just that.please (",2051785911,2009-06-05 22:48:26,109,16,angelovemiley
"@mileycyrus 4th season from HM and the TOUR w/MetroStation PERFECT, but, Brazil isn't in your tour ",2051830942,2009-06-05 22:55:10,99,16,Bebell_SS
@mileycyrus i would love to come grove but i cant ,2051900153,2009-06-05 23:05:46,50,10,grundyp123
"@mileycyrus I am depressed, almost every day I lose some followers ",2051914427,2009-06-05 23:08:04,67,11,Rainic
"dont forget @ddlovato, family portrait @pink, because of you @kellyclarkson and even the climb @mileycyrus have the power to make me cry! ",2052325652,2009-06-06 00:21:18,138,22,ChandniBB
@mitchelmusso @mileycyrus  awww I wish I was there  xxxxxxx luv ya both xxxxxxxx,2052600091,2009-06-06 01:18:03,80,13,icestar13
"@mileycyrus I cnt w8 for season 4 Hannah Montanas great, Plz Repy I ws goin To ur 09 tour but im In Newseland The WHOLE mnth Ur In The Uk ",2052633481,2009-06-06 01:25:43,138,30,MileysBigstfan
@mileycyrus I'ts kinda bummer here at indonesia coz the MTV music Awards haven't been premiered yet here &gt;.&lt; what a bummer ,2053332951,2009-06-06 04:10:10,129,21,RamDha17
@mileycyrus  i'm rely sad 2   he he he but how can a humen be sad from his star ?! u know u r the best miley keep on moving keep climbing,2053814108,2009-06-06 05:46:50,137,31,xmo0odiwelx
@mileycyrus oh...i'm really upset cause you are not allowed to buy vip tickets for miley cyrus  I really want to meet her!,2054022984,2009-06-06 06:21:23,122,22,xXxosandraoxXx
Is hoping ticketmaster hurry up and put the tickets up for @Mileycyrus tour ,2054522615,2009-06-06 07:32:13,76,13,Beachgirl5FANS
@mileycyrus http://twitpic.com/6mns3 - aw  sad becoz the episode ended new one cummin up wooow ,2054759289,2009-06-06 08:01:46,95,14,kayleighmallon
@mileycyrus  Miley follow me PLEASE!!!! I'm a biiig fan of you! and Idk how I can talk with you ,2054788294,2009-06-06 08:05:08,96,19,LiluYvett
@mileycyrus past the time you come to Brazil ,2054793351,2009-06-06 08:05:43,45,8,camihonorato
@mileycyrus hey just ask how many tweet accounts do you have !! im tired getting fooled pls im really tired !! of finding the real you ,2054797535,2009-06-06 08:06:11,135,26,adrianpesebre
@mileycyrus  Miley follow me PLEASE!!!! I'm a biiig fan of you! and Idk how I can talk with you ,2054817234,2009-06-06 08:08:31,96,19,LiluYvett
@mileycyrus i dont think my mam is gonna let me go to your concert in dublin.. this is so unfair!! ,2054820331,2009-06-06 08:08:54,99,20,shaunarawrr_x
"@mileycyrus that must be so cutee. sometimes i wish to have a puppies, but i cant even took care of my gold fish ",2054848708,2009-06-06 08:12:17,113,23,liiaszta
@mileycyrus come to the philippines with metro station! ,2054858941,2009-06-06 08:13:31,56,8,giordanofroggy
@mileycyrus and for the canadian fans ? ,2054872057,2009-06-06 08:15:05,40,7,cenderellaa
@mileycyrus come to germany ,2054875425,2009-06-06 08:15:29,28,4,maikeblahblah
@mileycyrus come to montreal miles  we love you here lmao you're everywhere ;),2054898637,2009-06-06 08:18:13,78,13,mandyy87
"@mileycyrus What about all your amazing Turkish fans? lol we'd love you see you here. come to turkey, please ",2054926781,2009-06-06 08:21:34,109,19,duruonver
"@mileycyrus come to rome again,we miss u ",2054929022,2009-06-06 08:21:51,41,7,yuretto
@mileycyrus What about all your amazing Turkish fans? We'd love you see you here!! Come to Turkey please ,2054954307,2009-06-06 08:24:54,105,18,duruonver
@mileycyrus  Miley follow me PLEASE!!!! I'm a biiig fan of you! and Idk how I can talk with you ,2054955159,2009-06-06 08:25:00,96,19,LiluYvett
@mileycyrus my grandad is not doing very well and I'm having a hard time dealing with it  I need to study but can't concentrate  I'm sad,2054961170,2009-06-06 08:25:42,136,26,nathi_713
@mileycyrus please come to Belgium ,2054995870,2009-06-06 08:29:52,35,5,lesliie_x
@mileycyrus please miley come back to germany ,2055037877,2009-06-06 08:34:44,46,7,LisaHopeCyrus
@mileycyrus  what about your fans in ny!?! especially me. i love you miley&lt;3,2055069692,2009-06-06 08:38:26,79,13,bellezax3z
@mileycyrus and your fans in Chile? haha  Chile love u!andwaiting for u!you makesan awesome job onhannah montana!u are an amazing actress!,2055098256,2009-06-06 08:41:39,138,21,CataSantaCruz
LEVEL 1 Â£49.50 - Â£60.00  FLOOR SEATING Â£60.00  LEVEL 4 Â£49.50 @mileycyrus FML. were in a recession babesss ,2055478278,2009-06-06 09:23:25,111,18,jesssicababesss
"@mileycyrus i can't believe your uk tickets are like Â£60. im sorry, i want to go so bad but its ridiculous ",2055510632,2009-06-06 09:26:59,108,21,lucysavagex
"So apparantly @mileycyrus tickets are Â£60  if that's true, I won't be able to go  gutted.",2055574498,2009-06-06 09:33:59,90,16,mikaelaxmk
"@mileycyrus your fans aren't all loaded, we cannot afford Â£60 for uk tour dates! ",2055591192,2009-06-06 09:35:48,82,14,lucyc_
@mileycyrus YOU MADE MY SISTER CRY  plesae bring the uk prices down !,2055596118,2009-06-06 09:36:21,69,13,jesssicababesss
@mileycyrus you made my sister cry becasue we cant go to your uk concert as its too expensive ,2055663437,2009-06-06 09:43:48,94,18,jesssicababesss
@mileycyrus aww ur with demz im jealous too  ,2055680554,2009-06-06 09:45:40,45,8,Marilovespeace
"@mileycyrus .i wish u knew who i was  miley cyrus gina ,14 loves you soo much. pleasee give me a shout out. it'd make my day! xx loveu",2055694168,2009-06-06 09:47:10,134,28,Genelly1238
@mileycyrus  thats all. you're still perfect.,2055695166,2009-06-06 09:47:16,45,6,BirdyFierce
@mileycyrus Â£60  breaking the bank bigtime!,2055733939,2009-06-06 09:51:28,44,6,chazzerbezzer
feels like crying. i can't go to @mileycyrus concert in london in december ,2055737839,2009-06-06 09:51:55,75,13,YasminLovee
@mileycyrus Miley Please Come To Brazil  Love Baby      	 I am sad today  â¥â¥â¥â¥,2055742062,2009-06-06 09:52:23,86,13,CatiaDestine
"@mileycyrus Â£60 for your UK concert. we're not all rich like you. PLEASE lower it, I've been wanting to see you for so long. ",2055743759,2009-06-06 09:52:35,126,24,emmaluxton
everytime i try and ome up with a solution... there's always another reason why i can't make it to @mileycyrus london concert in december ,2055745934,2009-06-06 09:52:50,138,24,YasminLovee
@mileycyrus please come to the UK sooner! i'm going to be in New Zealand when you come in december ,2055759241,2009-06-06 09:54:17,99,19,YasminLovee
can't believe she can't make it to @mileycyrus concert in december ,2055784948,2009-06-06 09:57:05,67,11,YasminLovee
@mileycyrus Are Demi and Trace dating? Seriously?  But Trace is so awesome... o &amp; having metro station 4 ur tour is odd. they cuss &amp; (cont,2055787923,2009-06-06 09:57:26,146,26,heyemilyyyy
"@mileycyrus not everyone can afford them, &amp; when you have a saingle parent who cant work due to health reasons, theres nothing i can do! ",2056197678,2009-06-06 10:42:14,141,25,JadeLittish
@mileycyrus cos ure tickts are so expensive i cant come to england. so please come to SCOTLAND u cant miss SCOTLAND out in a UK tour!!  ,2056383693,2009-06-06 11:02:46,136,26,xxxRobyn
@mileycyrus PLEASE come to SCOTLAND so many people here want to see you! u cant miss out SCOTLAND in a uk tour  p.s i &lt;3 before the storm,2056421307,2009-06-06 11:06:48,140,28,xxxRobyn
@mileycyrus you can miss out SCOTLAND on your UK tour ,2056496267,2009-06-06 11:15:03,54,10,looobaa
@mileycyrus PLEASE come to scotland on your UK tour! &lt;3 &lt;3 please! otherwise i wont be able to see you! and i havent yet ,2056545558,2009-06-06 11:20:30,127,24,xxxRobyn
"@mileycyrus pleaseeee can you cut down the ticket price for your UK tour please, us girls cant afford Â£60 so quick ",2056549976,2009-06-06 11:20:59,116,21,TwinkleTessa
@mileycyrus omg!..say hi to him ;) nice greetings from germany..when are u commin here?!? ,2056591106,2009-06-06 11:25:33,90,14,Sharonyy
@mileycyrus why wont u respond?.... ,2056623183,2009-06-06 11:29:12,36,5,maryluvyadotcom
@mileycyrus  really thank u 2 make me this ,2056627268,2009-06-06 11:29:41,43,8,ellejonees
"@mileycyrus 	 Miley the song you sing with Nick is beautiful, you know that the rumors have started to arise about you  ",2056636832,2009-06-06 11:30:45,120,21,CatiaDestine
"@mileycyrus btw, can't wait for you to come back to NJ! =] i couldn't get tix last time ",2056645982,2009-06-06 11:31:47,88,18,ddukeunc12
@jamiemcflyx thats shit. Why the hell are @mileycyrus tickets so expensive. Great. Now i can't go. Totally ridiculas price! ,2056651708,2009-06-06 11:32:25,124,19,newO_nyboR
@mileycyrus i wish I was you ,2056785697,2009-06-06 11:47:24,29,6,heatherrrocks
"@mileycyrus @ddlovato tell the jobro's that there youtube has been suspended :'( like you'll read this, but ah well...   ",2056807087,2009-06-06 11:49:53,121,19,NickJoeKevin01
@mileycyrus oops sorry i messed it up  it's sugar_shoes_96,2056814679,2009-06-06 11:50:44,58,9,13simply13
fck @mileycyrus for being in a dark room w nick ! turn the lights on! ,2056988222,2009-06-06 12:09:51,70,15,taayuh
I wish I was with @mileycyrus @ddlovato @selena gomez and @jonasbrothers ,2057110120,2009-06-06 12:23:25,73,11,marisatangorra
I wish I was with @mileycyrus @ddlovato @selenagomez and @jonasbrothers ,2057113741,2009-06-06 12:23:49,72,10,marisatangorra
@mileycyrus why arnt you doing a full UK tour  only going to 3 places!,2057237163,2009-06-06 12:37:41,70,14,bladesbabe4
@mileycyrus tell nick that their youtube account got suspended  jonasbrothersmusic @jonasbrothers,2057532896,2009-06-06 13:10:47,97,11,missesjoejonas
Yey! Manchester 27/28 Dec! @mileycyrus .No doubt all the decent tickets will have gone to those who have a fan club membership  soz niel!,2057722300,2009-06-06 13:32:19,137,24,tifpez
@mileycyrus Your ticket prices for ur concert are SO expensive  i think a lot can't afford this.!!,2057842807,2009-06-06 13:46:01,98,17,missyasminxo
i'm jealous of @mileycyrus. i wanna be with nick j right now ,2057864637,2009-06-06 13:48:34,61,12,AnnieBarrios
@mileycyrus Â£50?!?! PLEASE lower your concert prices!!!! ,2057884680,2009-06-06 13:50:54,58,7,youreyesdontlie
@mileycyrus i love you miley! oh my gawd! i cant believe you can only perform in london! wish you could perform where i live ,2057993627,2009-06-06 14:03:28,125,24,AshleyTFanxXx
@mileycyrus COME TO SCOTLAND! you cant go on a uk tour and not come to SCOTLAND ,2058038445,2009-06-06 14:08:41,80,16,xxxRobyn
BEFORE THE STORM with @mileycyrus and Nick. I want them back together  such beautiful people..,2058073293,2009-06-06 14:12:46,94,15,blakelyzane
@mileycyrus i hate you !!!!!!!!!!!!!!!!! ,2058214748,2009-06-06 14:29:46,41,5,anapaulajobros
"Oh lord @mileycyrus tour dates, no one can go with me ",2058246438,2009-06-06 14:33:30,54,11,herrrrrrmione
@mileycyrus 's concert tickets are soooo expensivee   ......  they will have to be my christmas present  oh well,2058586329,2009-06-06 15:14:00,112,18,AliciaRubyDavis
@mileycyrus i wish you could see my video  : http://bit.ly/2WDeZm  PLEASE &lt;3,2058904770,2009-06-06 15:51:39,79,12,shhlaaliew
@mileycyrus miley i love you but please lower your UK tour prices ,2058905500,2009-06-06 15:51:44,66,12,jbfan345
@mileycyrus How's the new song coming along? Good I hope. Hope all is well with you and your family. God Bless! Any chance of an @reply?? ,2058906884,2009-06-06 15:51:54,138,26,SmileyBoston
"@mileycyrus SEND A KISS TO @stephanierangel SHE LOVES YOU, PLEASE MILEEEEY ",2058911977,2009-06-06 15:52:31,75,11,nyhjones
@mileycyrus sosososososoooo many fans in Scotland but no concert here or close  please come xxx,2058942240,2009-06-06 15:56:11,95,15,lemon45
"@mileycyrus fun for you, im super bored, i can't sleep  ohh",2058954169,2009-06-06 15:57:38,59,11,Tezzie92
"@mileycyrus that should be fun, i want a sleepover with my friends tonight 2 ",2058954521,2009-06-06 15:57:41,77,14,dulcebaez
@mileycyrus miss sleepovers....  used to have soooo much fun!!!!,2059016099,2009-06-06 16:04:51,64,9,SmileyBoston
"@mileycyrus don't be sad, there will be more nights in la. i'm so sad that i'll never be in L.A . ",2059030470,2009-06-06 16:06:30,98,21,Shevory
"@mileycyrus hope your trip goes well, follow me im following you, we can keep in touch, and how is the new season, is it good ",2059036583,2009-06-06 16:07:15,126,25,ivanerlic
@mileycyrus WHERE ARE YOU GOING? ,2059037220,2009-06-06 16:07:20,33,5,Lagios2424
@mileycyrus it must happen alot to you ,2059040451,2009-06-06 16:07:43,39,7,MaroRKhoury
@mileycyrus why is your last night in L.A?  i love u so much!,2059090948,2009-06-06 16:13:42,61,13,paolamontes
@mileycyrus I'm gonnna stay up later waiting for a reply it's alredy 2am here  xxxxx,2059098066,2009-06-06 16:14:34,84,15,lemon45
@mileycyrus Mileyyy are you ever gonna tour or do a few concerts in England? ,2059114738,2009-06-06 16:16:34,77,14,xlayna
@mileycyrus DON'T go ...you can't ur my ummy ummy umpkims  Remeber Sqq reporter and my black sandals. p.s. this is my europe account ,2059178027,2009-06-06 16:24:19,133,23,DemiLovatoxxx
@mileycyrus PLEASE COME TO CANADA !!  the tour is North America.. PLEASE !!!!,2059189635,2009-06-06 16:25:45,77,13,Baylzz
@mileycyrus    where are u going girl?,2059192224,2009-06-06 16:26:04,38,6,BB_Jonas
"wishes she could get tickets to go see @mileycyrus in London this year, but cant afford them  x",2059200369,2009-06-06 16:27:03,95,18,MissDairyQueen
@mileycyrus  where are u goen now,2059294200,2009-06-06 16:38:30,33,6,gossipgirl579
@mileycyrus  have fun and good luck! ,2059306357,2009-06-06 16:40:01,37,6,itsStantastic
@mileycyrus You don't get to lie in on sundays? Awwww ,2059329801,2009-06-06 16:42:50,54,10,Clarkey4boro
@mileycyrus don't be sad   I'm sure u will be back soon!!,2059377657,2009-06-06 16:48:42,57,11,kindacrazy80
@mileycyrus come to newcastle on your uk tour in december! ,2059431726,2009-06-06 16:55:23,59,10,_sammm
I need you so much right now! @mileycyrus ,2059452893,2009-06-06 16:58:01,42,8,oh_mileycyrus
@mileycyrus what about Selena ?  All three of y'all should sleepover together !!! TEAM ...wait for it ... MILEY DEMI &amp; SELENA &lt;3,2059458363,2009-06-06 16:58:40,135,23,ToriBella
@mileycyrus You know what u have NOT done today? Write a song. Who u think you're fooling Miley? I would never have expected this from u ,2059610701,2009-06-06 17:16:46,137,26,floorenciaa
@mileycyrus wish a could go to la just escape from everything ,2059626968,2009-06-06 17:18:42,62,11,_hannah_wilson_
@mileycyrus Very pretty picture. It's cloudy here in Washington. ,2059738520,2009-06-06 17:32:17,65,9,rustybanana
@mileycyrus hey im a big fan i misse dthe concert i couldnt make it ,2059740628,2009-06-06 17:32:32,68,14,OmggItsEmily
@mileycyrus COME TO TORONTO please! Don't break my heart! ,2059742031,2009-06-06 17:32:43,58,9,marialovesjb9
@mileycyrus http://twitpic.com/6shtr - hey save some pretty for the rest of us! ,2059755590,2009-06-06 17:34:21,80,12,katiejonasxo
@mileycyrus http://twitpic.com/6shtr - I wish it was sunny here in &quot;Sunny Florida&quot; but RAINY instead   Enjoy the sun!!,2059760311,2009-06-06 17:34:56,128,18,CorinnaHoffman
@mileycyrus http://twitpic.com/5ut6j - aww noah don't cry  or you'll make me cry :'(,2059778006,2009-06-06 17:37:09,84,13,Miley1FanInFl
@mileycyrus http://twitpic.com/6shtr - Miley!!!!! I can't see u pic ,2059779627,2009-06-06 17:37:18,68,9,dianazeasantana
@mileycyrus http://twitpic.com/6shtr - its not working ,2059781002,2009-06-06 17:37:28,55,6,pushinmeaway
@mileycyrus http://twitpic.com/6shtr - i can't see it! ,2059784995,2009-06-06 17:37:58,55,7,jonaslover8035
@mileycyrus http://twitpic.com/6shtr - repost it...it isnt working ,2059788188,2009-06-06 17:38:20,67,7,hiashleyhi
@mileycyrus the picture didn't work  what's the picture of?,2059790711,2009-06-06 17:38:39,59,9,musicfreak1747
@mileycyrus http://twitpic.com/6shtr - Can't see it ,2059791157,2009-06-06 17:38:42,52,6,ciararyandreams
@mileycyrus http://twitpic.com/6shtr - i cant see it ,2059805315,2009-06-06 17:40:22,53,7,claudiamassacre
@mileycyrus http://twitpic.com/6pxxd - oh gosh I wish I could date Michel ,2059807730,2009-06-06 17:40:38,74,11,larissasouza
@mileycyrus Manchester in December!!!!!!!!!! WOW!...presale? Huh? I don't know the password  I NEEEED front row!,2059826124,2009-06-06 17:42:50,112,15,sophiec91
"@mileycyrus miley, i need and advice... what do u do when youre tired of everything around u? have u ever felt like that? ",2059827296,2009-06-06 17:42:59,122,23,bellaj_
@mileycyrus http://twitpic.com/6shtr - why can't i see this pictureeeee ,2059835353,2009-06-06 17:43:56,72,9,lindseey
@mileycyrus i cant see the picture ,2059847915,2009-06-06 17:45:27,35,6,karen_1992
@mileycyrus are u with him? ,2059871319,2009-06-06 17:48:20,28,5,vanessaot
@mileycyrus Picture wont load :O ,2059920462,2009-06-06 17:54:19,33,5,DarrenJMcC
@mileycyrus http://twitpic.com/6shtr - Can't see it ,2059927478,2009-06-06 17:55:09,52,6,just_jessie_xo
@mileycyrus http://twitpic.com/6shtr - cant see!!  come to Mexico city !,2059950745,2009-06-06 17:58:02,72,10,barbiie17
@mileycyrus your photo didn't show up  have you &amp; your siblings always been close or has it just come with age?! I hope 2 get that w mykdz,2059959760,2009-06-06 17:59:09,142,28,imjustnettie
@mileycyrus the pic you posted isn't showing up for me ,2060090777,2009-06-06 18:14:20,55,10,seanmcginley
@mileycyrus http://twitpic.com/6shtr - aww that's a nice pic. lucky you summer is almost there. where i am winter is almost coming ,2060238281,2009-06-06 18:31:30,131,21,Mashie93
"is jealous of @mileycyrus for being inside a dark theater with nick j who is rocking a faded eggplant shirt, writing a song. asjhdkjgh ",2060474490,2009-06-06 18:58:31,135,24,thankyougravity
"@mileycyrus i bet you miss him..your just lucky ur brother gets to come home, i havent seen my older brother for about a year ",2060478506,2009-06-06 18:58:58,126,24,LSJonsey
@mileycyrus omg yeah @respectmileyc is right they should! i feel so sorry for @heidimontag ,2060507968,2009-06-06 19:02:11,91,14,TeamCyrus
@mileycyrus i miss my big brother  hes in japan right now playing rugby http://twitpic.com/6muah,2060521053,2009-06-06 19:03:38,96,14,jjchelak
@mileycyrus i miss my big bro  hes in japan right now playing rugby http://twitpic.com/6muah,2060531275,2009-06-06 19:04:48,92,14,jjchelak
"Ok, Mom couldn't dig the energy of having @ddlovato @mileycyrus and @Jonasbrothers on her refrigerator... too bad ",2060984029,2009-06-06 19:57:30,114,17,isabelat
@mileycyrus you should rlly just date nick  haha you guys are so cute. i know ur only bestfriends but check out NileyLoveStory on youtube,2061033727,2009-06-06 20:03:03,137,24,NATALIEBBYX
why does @mileycyrus have to make my life so depressing! ,2061110638,2009-06-06 20:11:56,57,10,kaaatherinne
@mileycyrus http://twitpic.com/6shtr - im so jealous of ur hair ,2061118018,2009-06-06 20:12:50,64,9,livluvtaylor
@mileycyrus you and Nick? ,2061281054,2009-06-06 20:32:38,26,4,flajerryjonas
@mileycyrus http://twitpic.com/6shtr - i dont understand how writing it a thousand times makes it any more valid  no one else gets a c ...,2061563805,2009-06-06 21:07:54,138,24,neverlocky
@mileycyrus the videoshoot was so much fun ! i think i saw something going on between you and NJ. see yea tmrw at the airport ,2062368811,2009-06-06 23:02:18,126,25,kevincastro
@mileycyrus the videoshoot was so much fun ! i think i saw something going on between you and NJ. see ya tmrw at the airport ,2062371848,2009-06-06 23:02:48,125,25,kevincastro
"@mileycyrus Hey it's also my last night in Los Angeles too  I'm off to New York for a few days &amp; then I'll be in Nashville, Tennesee ",2062496631,2009-06-06 23:24:09,137,27,RayRivers
@mileycyrus i wish the UK tour tickets were a normal price. i really wanna go but can't afford it :/ still love you miley ,2062792048,2009-06-07 00:18:51,122,24,jonasnerd08
"@mileycyrus http://twitpic.com/6shtr - ARGH the weather doesn't look too good :/ same as here,  hope you enjoyed what sun you had thou ...",2062894438,2009-06-07 00:39:32,138,23,_xTweetyPiie
@mileycyrus please come to Malaysia !!!!! I'm still wondering if you'll accept my request ,2063026598,2009-06-07 01:06:34,90,14,ErneLin
Awake. Bored. Still depressed @mileycyrus isn't coming to Newcastle ,2063555708,2009-06-07 03:08:08,68,9,_sammm
@xlovex16FAN I dont know either haha. its not fair @mileycyrus is comin to my city in december but no one can come with me ,2063600184,2009-06-07 03:19:19,123,24,LaurieleeWaul
@mileycyrus could you tell me what to do? the dog of my uncle is dying and I LOVE that dog.. I grew up with him and I'm nearly crying.. ,2063710488,2009-06-07 03:46:24,136,29,TiiShirt
@mileycyrus why where are yoo going  mileyy !?,2063794820,2009-06-07 04:06:08,46,8,BrittMckeraghan
Can't afford tickets to see@mileycyrus at the London 02  my life is officially over :'(,2063859420,2009-06-07 04:21:22,87,15,Milzyxx
@mileycyrus hey miley. pls answer my reply ,2063892152,2009-06-07 04:28:58,43,7,teenstargirl
Can't afford tickets to see @mileycyrus at the London 02  my life is officially over :'(,2063937046,2009-06-07 04:39:03,88,16,Milzyxx
i wanna go to @mileycyrus 's concert in december! but i cant afford it    need to get the money!!!,2064224439,2009-06-07 05:37:55,98,19,ThomassPhelan
"@Selenao04ever0o  ok, I see. But everyone think @selenagomez hate @mileycyrus and Miley hate her ",2064339065,2009-06-07 05:59:25,97,14,rock_star2310
@RespectMileyC @mileycyrus came to spain... but to Madrid  all famous going to Madrid (the capital) but never came to Canary Islands ,2064405413,2009-06-07 06:10:32,133,21,LizzMartin
@mileycyrus I had a sleepover but I gpt sick and I had to leave!!  I felt bad!!!,2064499849,2009-06-07 06:26:15,80,17,twinkers1995
@mileycyrus what's up with your ticket prices? Â£50-60? i can't go  xxx,2064517549,2009-06-07 06:29:13,71,12,jonasnerd08
@mileycyrus miley please lower the cost of your UK tickets  xxx,2064659943,2009-06-07 06:51:24,63,11,jonasnerd08
@mileycyrus SCOTLAND is still waiting for a concert date!! dont let us down please  so many fans,2064686418,2009-06-07 06:55:25,96,17,lemon45
hmm why the hell does walmart keep associating themselves with @mileycyrus ugghh now a clothing line too ,2065844614,2009-06-07 09:24:10,105,17,treehuggerrican
is very very very sad that she can't go see @mileycyrus in concert in October.  shes the love of ma life!,2066022021,2009-06-07 09:44:29,105,21,wuuudy
@mileycyrus she got everything that i have to live WITHOUT  iloveuidolâ¥,2066904127,2009-06-07 11:23:15,73,11,inashlalaland
@mileycyrus http://twitpic.com/6shtr - So Jealous of your skin  You're so beautiful- God's gift to the world x,2067230596,2009-06-07 11:59:01,110,17,MarthaTSmith
@mileycyrus with u came to germany thouugh ,2067315045,2009-06-07 12:07:44,43,7,missesjoejonas
@mileycyrus http://twitpic.com/6mns3 - so sad faces.i will join with u.  too bad the season ended!but lets be happy coz u will make an ...,2067333891,2009-06-07 12:09:43,138,24,SandyLovesMiley
@mileycyrus please please come to Scotland! ,2067374732,2009-06-07 12:13:56,44,6,looobaa
"@mileycyrus Miley, YOU'RE MY EXAMPLE. You're everything to me, you're my muse. Come to Brazil as sooner as possible, PLEASE  WE LOVE Y ...",2067547715,2009-06-07 12:32:21,138,24,AnnaBtrz
@mileycyrus i think you should lower your UK tour prices cos me and 373622826 people can't see you cos they're too expensive  sadtimesss,2067581879,2009-06-07 12:35:58,136,23,laurarosebrown
@mileycyrus hey miley why r u writing just few tweet? ,2067581969,2009-06-07 12:35:59,54,10,itsandre13
@mileycyrus aww you're mixed up? ,2067583127,2009-06-07 12:36:06,33,5,Alysmiley
I want to be @mileycyrus !  HAHA,2067584372,2009-06-07 12:36:13,32,7,jorcalori
@mileycyrus couldnt have said it better myself ..uggh ,2067621719,2009-06-07 12:40:07,54,8,LynzieVee
@imsoblazedrtnow  whaaaaat i just love @mileycyrus lol thats all.,2067673007,2009-06-07 12:45:32,65,9,imsobakedrtnow
"@mileycyrus your display name on bebo miley broken is fake,according to emily,as she told me so,so now im not getting my autograph frm u ",2067676508,2009-06-07 12:45:54,137,24,murraymarka
@mileycyrus PLEASE come to SCOTLAND. you cant miss out SCOTLAND in a UK tour!   &lt;3,2067691772,2009-06-07 12:47:29,85,15,xxxRobyn
@mileycyrus PLEASE come to SCOTLAND. you cant miss out SCOTLAND in a UK tour!   &lt;3 x,2067696501,2009-06-07 12:47:59,87,16,xxxRobyn
@mileycyrus PLEASE come to SCOTLAND. you cant miss out SCOTLAND in a UK tour!   &lt;3,2067701544,2009-06-07 12:48:30,85,15,xxxRobyn
wanted to see @mileycyrus so bad but its just too expensive   ,2067870797,2009-06-07 13:06:10,62,11,Hezzle_x
@mileycyrus exited for buying yur  tix tomorrow! r friend steph cant go cause ur concert will b on a sun. and we have to drive 2 san jose ,2068009067,2009-06-07 13:20:27,138,28,jonasdemi
@mileycyrus I couldn't agree more ,2068145962,2009-06-07 13:34:40,34,5,hbhphbchg
@mileycyrus why is there no scotland date? ,2068417639,2009-06-07 14:02:43,43,7,assley_
@MILEYCYRUS IM SORRY PLEASE REPLY IF YOU KNOW THAT IM SORRY BECAUSE I WAS HACKED AND I DIDNT SAY THAT ,2068569851,2009-06-07 14:18:35,102,20,Sniickerdoodle
@mileycyrus http://twitpic.com/6shtr - please miley  i want the concert of MILEEEEEY CYRUUUUS yeah,2068701883,2009-06-07 14:32:41,98,13,lovesmileyflog
"although i love so much @jonasbrothers Mr President, he's happy with @mileycyrus and so am i.. even if i'm not with him  haha",2068848329,2009-06-07 14:48:35,125,23,PolaScheps
@mileycyrus http://twitpic.com/6shtr - LOVE the scenery(sp*)!!! It's gorgeous!! Not so much the same thing with the face ,2068983108,2009-06-07 15:03:13,121,17,BRi_Jay
@mileycyrus sick of what feeling  u should help me milk cows at 3am tomorrow so i can get done early an get online 2 buy tickets!!wootwoot,2069321123,2009-06-07 15:39:49,138,26,itsRACHELLL
@mileycyrus i cannot wait til you come to TAMPA!!! im just scared that my parents wont allow me to get tickets to your concert... ,2069386950,2009-06-07 15:47:02,130,24,superSTARRR17
some grl 2 miley @mileycyrus sick of what feeling  u should help me milk cows at 3am tomorrow so i can get done early an get online 2 ...,2069426508,2009-06-07 15:51:28,137,29,nataliaaa_yo
"@mileycyrus are you okay?  please,remember, GOD loves and believes in you &lt;3",2069748666,2009-06-07 16:27:20,79,12,dreamlondon
@mileycyrus yeap ,2069785997,2009-06-07 16:31:26,17,2,MariaDCVL
"@mileycyrus awws yes, tears are words tht the heart can't express  i love u milez",2069804472,2009-06-07 16:33:29,81,15,paolamontes
@mileycyrus Imagining miley is crying makes me fucking said ,2069824928,2009-06-07 16:35:44,60,9,HardstyleLJ
@mileycyrus im sorry ... you seem sad  i love you and feel better!! im so sick but be better&lt;3333333333,2069991445,2009-06-07 16:54:22,106,19,alexazuckerx
"@mileycyrus  we love you Miley, and we will always be there for you. always.",2070340027,2009-06-07 17:31:19,76,14,iseesparksfly
@mileycyrus i know exactly what you mean ,2070340101,2009-06-07 17:31:20,41,7,takemeback
@mileycyrus i know  this sucks,2070342994,2009-06-07 17:31:38,30,5,carlitatink
