Content,ID,Timestamp,Length,LengthPalabras,Autor
@ddlovato ya- i feel sorry 4 ya.  ppl can get WAYYY too personal! ,2240436948,2009-06-19 09:44:42,66,13,JonasBros4life
"@ddlovato hello, how are you? if you had individual show here in Brazil, I would, but it was with the JoBros  i don't like them, xx",2240518357,2009-06-19 09:50:31,131,26,oliviaenoki
@ddlovato oh noooo. what happened ,2240771255,2009-06-19 10:08:35,34,5,its_Kristen
aww demis crying  @ddlovato @selenagomez this movies good already,2241105999,2009-06-19 10:32:51,65,9,JadeLittish
"@ddlovato I miss you &amp; @selenagomez making youtube videos  make one soon? k, thanks",2242218786,2009-06-19 11:55:11,87,14,_brenna
please pray for my dog @mileycyrus @ddlovato she is dieing she is a brown lab im crying just tweeting about it  i will miss her dearly,2242893029,2009-06-19 12:45:51,134,26,KolbiLaChapelle
miss your faces @jonasbrothers @ddlovato @selenagomez @mileycyrus &amp; @mvanduyne .. ,2243378962,2009-06-19 13:22:29,86,10,justolga
"Aw, I wished @ddlovato had Canadian tour dates too, now. ",2243977276,2009-06-19 14:08:36,57,10,CindyJonas_
I wanna GET BACK to the old days.... @ddlovato HELP ME! I'm just so crushed  It's been nearly 2 and a half years!! (read my tweets),2244262998,2009-06-19 14:31:03,131,26,sarasummer
ppp is AMAZING almost reduced me to tears     GREAT movie guys!  @ddlovato @selenagomez,2244934807,2009-06-19 15:25:25,87,13,SamanthaReardon
@ddlovato  Wish I could go to your first headlining concert!,2246442478,2009-06-19 17:36:06,60,10,soledaddl
@ddlovato i want to go to ur show but i can't. ,2246607308,2009-06-19 17:51:11,47,11,Hey_Macarena
@ddlovato How about you and @selenagomez be my bestfriends for a week and go to the beach with me. All of my &quot;real&quot; friends bailed. ,2246917359,2009-06-19 18:19:01,142,25,ravenamanda
"@ddlovato PLEASE demi come again to ARGENTINA!!! WE MISS U!!!! love u, and I miss u ",2246942519,2009-06-19 18:21:14,84,16,mikaorellana
"@ddlovato DEMI! I only wish you were from Iowa! lol dnt hate me for watching it on the internet, i wont be around a tv next friday. sorry ",2247215253,2009-06-19 18:45:45,138,28,sarah_nicole12
@ddlovato I Miss you .. Please come back to NYC ,2247829018,2009-06-19 19:41:16,48,10,TATIx3JONASDuh
"Goodnight! Go watch PPP @ddlovato @selenagomez its amazing, made me cry when Demi was looking out the window crying :\ ",2247984658,2009-06-19 19:55:36,119,20,rachel_laurent
"@ddlovato holy crap im watching this too! dude , its so sad how people kill them  soo sad.",2248741908,2009-06-19 21:06:31,90,18,samanthafresno
@ddlovato Nawhh. That show is sadd ,2248743533,2009-06-19 21:06:41,35,6,BoomBoomPow__x
@ddlovato I know! It's so sad what people do to animals and to other people for that matter. ,2248744155,2009-06-19 21:06:45,93,18,stephk77
"@ddlovato why aren't you coming ANYWHERE near me on your tour, ",2248750344,2009-06-19 21:07:23,63,11,StephJayyy
@ddlovato Whale Wars is crazy it makes me sad ,2248768025,2009-06-19 21:09:09,46,9,xoAllyseox
@ddlovato i used to love watching the animal planet but i don't think i have it anymore ,2248777542,2009-06-19 21:10:05,88,17,madmike956
@ddlovato   animal cops equals the bestest show!  ....and saddest   !,2248789113,2009-06-19 21:11:10,69,10,Jennyfurs
@ddlovato Whaling is disgusting and i was saddened to see a whale harpooned on the show. i actually cried ,2248796482,2009-06-19 21:11:55,106,19,SANDIx1975
"@ddlovato i watch animal planet too  i love the animal police thing, it is so sad ",2248800874,2009-06-19 21:12:20,82,16,addictedtohimx3
@ddlovato really? we think that her show doesn't pass here ,2248849037,2009-06-19 21:17:12,59,10,ly_boccato
@ddlovato im watching princess protection program &amp; everyone is being so mean to u  its making me sad. u look pretty covered in yogurt! &lt;3,2248852498,2009-06-19 21:17:35,145,25,sammyx618
@ddlovato i feel bad for the whales. ,2248863463,2009-06-19 21:18:43,37,7,ExBabiix3
@ddlovato i'm super bummed i might have to miss your show in boston  got my tickets and everything but my cousin just died today  ,2248929999,2009-06-19 21:25:38,130,24,aglenn1
"@ddlovato I been wanting to watch that, not on animal planet for me ",2248941854,2009-06-19 21:26:51,68,13,CLIB542
@ddlovato ya riiight Connecticut is the most boring place on the earth.... wiiish i could go to the concert ,2248972724,2009-06-19 21:30:02,108,19,kadywannabe
@ddlovato I live 20 minutes to Hartford but dont have ticket so I cant see you ,2249198097,2009-06-19 21:53:42,79,16,MiguelGNieves
today totally made me miss high school..  but on a happier note..im going to see @ddlovato next week!!!!,2249359607,2009-06-19 22:11:02,104,18,daniellekap
i ALWAY miss whale wars.  thank you @ddlovato for reminding me of that ,2249443261,2009-06-19 22:20:24,71,13,oh_lyssa
@ddlovato @mileycyrus @taylorswift13 music gets me through the day. or shall i say night. can't sleep. ,2249793639,2009-06-19 23:02:01,103,16,leeceuh
@ddlovato I am so upset. I have no ride to your concert Sunday  Let's say you pick me up and I will pay for gas. Sounds good to me xx,2250191044,2009-06-19 23:55:10,133,30,justahazygirl
@ddlovato Sad I just missed you in Toronto. ,2250530311,2009-06-20 00:46:18,44,8,perezhilton
"ewwwww, work from 9-3 then cape  , but @ddlovato in 6 days!!!!",2252059645,2009-06-20 05:20:44,62,12,eep16
"@jobroluvxoxo haha blaming spanish too? for me, historys the problem. im pissed. i rly wanna go to @ddlovato's show ",2252524552,2009-06-20 06:27:23,116,19,jonasfan0713
@ddlovato i wish you had more time here too. i can't make your concert tomorrow ,2252852220,2009-06-20 07:07:14,80,15,joeboxer13
@ddlovato connecticut is great and all except for the crappy weather we've been having. get ready for the rain ,2253530620,2009-06-20 08:19:30,111,19,jbdance7
"@ddlovato so did i, but i realllyyy want to go back to bed ",2253797460,2009-06-20 08:45:28,59,13,victoria_kate
@ddlovato had one of those the other night. it was about my boyfriend finally coming to see me...then when i woke up he broke up with me. ,2253809690,2009-06-20 08:46:37,138,27,libby_vandoris
@ddlovato Yea! Me Too! But I Had To Get Up.  My Dream Was About I Guy I Have A Crush On.,2253837436,2009-06-20 08:49:15,88,21,KelsKels4
@ddlovato Me too...too bad it will never come true ,2253840375,2009-06-20 08:49:32,51,9,ErinLeeDuhh
i really wish i could buy a VIP ticket for @ddlovato's concert but it's too much money ,2253855523,2009-06-20 08:50:55,87,17,meghan705
@ddlovato aw I love those dreams ,2253867671,2009-06-20 08:52:04,33,6,Callie06
@ddlovato I totally know how that feels ,2253880120,2009-06-20 08:53:16,40,7,duhhnelle
@ddlovato aww! that so sweet! are you coming back to london? everytime you come we miss you ,2253885765,2009-06-20 08:53:49,92,17,x_shazzy_x
@ddlovato never care with me ,2253897313,2009-06-20 08:54:56,29,5,cassandra02
"@ddlovato demi, i love you, please reply? ",2253936407,2009-06-20 08:58:38,42,7,mariaeduardab
"@ddlovato I have had that happen b4, you wake up from the most amazing dream, then try to finish it, but u can't ",2254018230,2009-06-20 09:06:04,113,23,lovemusic4ever7
@ddlovato I hate when that happens. I wish they came true  But i lose faith then i lose faith in reality when i dream.,2254359665,2009-06-20 09:37:40,118,24,Sal1516
@ddlovato we all have those kind of dreams ,2254406981,2009-06-20 09:42:02,43,8,sabrilett
"@ddlovato last night i also had a dream i wish i never woke up from, i dreamed i saved up money to move to LA and was an actress ",2254526778,2009-06-20 09:53:13,129,29,kaaaathleen
@ddlovato please please please please reply back ..... HUGE HUGE FAN here in the middle east...please ,2254910885,2009-06-20 10:28:27,102,16,Mymo4eva
@ddlovato Its scary ,2254916729,2009-06-20 10:29:00,20,3,kirstymciver
@ddlovato i'm sick and home alone plese talk to me ,2255073796,2009-06-20 10:43:15,51,10,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  plese,2255085486,2009-06-20 10:44:18,57,11,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  plese i'm from puerto rico,2255088194,2009-06-20 10:44:32,78,15,ddlovatoPRFan
"@ddlovato i'm sick and home alone plese talk to me  i got my eye red plese talk to me i'm bored P,R",2255095162,2009-06-20 10:45:09,99,22,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  Plese Dem I'm From p.r.,2255097721,2009-06-20 10:45:22,75,15,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  i'm from P.R. plese,2255121525,2009-06-20 10:47:28,71,14,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  I;m From P.r. Plese,2255133099,2009-06-20 10:48:28,71,14,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  dem pleseeee,2255151792,2009-06-20 10:50:09,64,12,ddlovatoPRFan
"@ddlovato Okay last time,im gonna leave u alone cz u wont reply  http://bit.ly/tvz4o",2255160069,2009-06-20 10:50:53,84,13,sorcha_d
@ddlovato i'm sick and home alone plese talk to me  P.r. I'm From P.R. plesee Follow Me,2255162440,2009-06-20 10:51:06,87,17,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  Follow Me I;m from P.R.,2255172852,2009-06-20 10:52:03,75,15,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  plese dem follow me i'm from pr.,2255182821,2009-06-20 10:52:58,84,17,ddlovatoPRFan
@ddlovato i'm sick and home alone plese talk to me  Plese DEMI FOLLOW ME I'M FROM P.R.,2255210385,2009-06-20 10:55:27,86,17,ddlovatoPRFan
http://twitpic.com/7x5dt - Bad quality.  Watching @ddlovato &amp; @selenagomez movie PPP!,2255485406,2009-06-20 11:20:04,89,10,cindyohh
OMG. i also wanna see @ddlovato on tour too! I'M SORRY DEMI! ,2255768293,2009-06-20 11:45:35,61,12,alexiawetherbee
@ddlovato Noooo! My friends and I wanted to do a hardcore version of one of your songs! But it'll be in garage band and amature ,2255858950,2009-06-20 11:53:55,128,25,melissaayo
@selenagomez and @ddlovato I am sorry for being annoying! I know... I should stop! But I just love you so much! Sorry ,2256166878,2009-06-20 12:21:43,118,22,sarahmostafa
@ddlovato awwww! demz...hope you get better   i'll pray for you!,2256640779,2009-06-20 13:04:56,64,10,mikailachavez
"@ddlovato aww..  i'm sure you'll do great, as usual.. (: &lt;3",2256640829,2009-06-20 13:04:56,62,11,retrokissing
@ddlovato: oh my!  feel bettter. I'm sure you'lll be fine by tomorrow. Praying for you,2256643514,2009-06-20 13:05:10,86,15,jesswilbor
"@ddlovato  aw! feel better! or the world will go insane without your amazing,beautiful voice! (:",2256643774,2009-06-20 13:05:11,96,15,livelikerobotsx
@ddlovato hope you're okay demi!  *hugggg*,2256645366,2009-06-20 13:05:19,42,6,jemistry
@ddlovato  I'll pray for you.,2256656209,2009-06-20 13:06:19,29,5,heyitsmelissa16
"@ddlovato awn  of course i'll pray for you, my queen! i'm sure your voice will be better tomorrow! &lt;3",2256656474,2009-06-20 13:06:20,104,19,clarajonasg
@ddlovato Oh my gosh! I'm praying for your voice to get better! ,2256670312,2009-06-20 13:07:36,64,12,tdishtoda14
@ddlovato   please PLEASE please don't say that. i'm praying.  I cant wait for the show,2256705803,2009-06-20 13:10:50,87,15,katieters
@ddlovato Join the club.  I'll pray for you if you pray for me.,2256711039,2009-06-20 13:11:18,63,13,ErikaDisaster
@ddlovato oh  I pray for you,2256712698,2009-06-20 13:11:27,28,6,Juus0l
@ddlovato awh. i'm sure you'll do fine tomorrow! i'm praying &lt;3 wish i could go ,2256715579,2009-06-20 13:11:43,83,15,sincerelyabby
@ddlovato aw ur voice is lovely i hope your better!  !! i love your songs! xox,2256715981,2009-06-20 13:11:45,78,16,kateparry
@ddlovato OMG.  i'll pray for you.!! &lt;3,2256739796,2009-06-20 13:13:55,42,7,oxanation
"@ddlovato awee  hope you feel better! No matter what, your show is gonna be amazing ",2256757610,2009-06-20 13:15:31,84,15,devindennis
@ddlovato what happened to selena?!  it seems like youre ignoring her... please clarify this!,2256758018,2009-06-20 13:15:33,93,14,xyasminn
sad  get well demi *prays for the stength u need*@ddlovato,2256793564,2009-06-20 13:18:49,58,10,xxJaKeTluver
@ddlovato hope your voice gets better i really wish i could see your concert this summer ,2256805992,2009-06-20 13:20:01,89,16,EmWinter916
@ddlovato  Get well soon! *praying for you*,2256844997,2009-06-20 13:23:38,43,7,JP09DisneyRocks
@ddlovato Demi sorry about by english ,2256866328,2009-06-20 13:25:37,38,6,Harumi13
@ddlovato maybe tea will help? ,2256937615,2009-06-20 13:32:11,31,5,clarkeana
@ddlovato I'll pray for you gf but I still wish I could be there  xx,2256945825,2009-06-20 13:32:57,68,15,justahazygirl
@ddlovato ouuu demi....sorry!  i feel so bad ...but ill pray for you,2257029584,2009-06-20 13:41:01,68,12,lexiixo
@ddlovato. i hope you get better. i live in CT but i didn't get tickets to see your show.  im so upset. but i know you'll do great!!,2257085897,2009-06-20 13:46:22,132,28,bbgood916
@ddlovato I'm supposed 2g2 ur show in CT and can't make it  It is fathers day tho (we realized that after the tickets were purchased),2257115119,2009-06-20 13:49:09,133,25,Dylanastasia
"@ddlovato My voice isn't doing so well either, but fortunately i don't even have to use it..unlike youuuu  lol, i'll pray..!",2257142057,2009-06-20 13:51:47,124,21,BrownEyedGal27
i wanna see @ddlovato in concert at jones beach on july 24...BUT ITS SO FRIGGIN EXPENSIVE AND I'M BROKE! ,2257267035,2009-06-20 14:03:51,105,19,oomfa10
@ddlovato being sick sucks so much. i was gonna see &quot;up&quot; tonight but now i don't know if i can  bleh. good luck tomorrow!,2257416610,2009-06-20 14:18:09,131,24,paigito
LALA. in the camaro going into hartford. @ddlovato you better heal that voice. cat will be upset ,2257517666,2009-06-20 14:27:50,97,17,willritter
"@ddlovato NOOO !  :O , I PRAY FOR YOU GIRL ! I love you &lt;3",2257741436,2009-06-20 14:49:10,61,15,ElodyyLara
@ddlovato wish i could of been their  stupid uk,2257811621,2009-06-20 14:55:59,47,9,iLivebymusic
@ddlovato say happy birthday nanda to @nanda_marinho please ,2257817901,2009-06-20 14:56:36,60,8,mharagao
"@ddlovato - Awww, great timing  Still wish you the best of luck!",2257833764,2009-06-20 14:58:10,64,12,reetax
@ddlovato ARE YOU KIDDDING? we were gonna come and seee you but we didnt have a ride  i hope you meet you tomorrrow. PLEASE COME OUTSIDE.,2257834569,2009-06-20 14:58:14,137,26,brittanydobler
@ddlovato i hope you get your voice back ,2257843962,2009-06-20 14:59:10,41,8,pushinmeaway
@ddlovato omg  ! your jokiing me right ?! nooo! dont tell me you lost your voice ?! demi ! aweh damn it i feel so bad . i still love u !,2257846176,2009-06-20 14:59:23,136,32,WnbaWisher
@ddlovato I thought you were going to reply to fans that were going to your concert ,2257865878,2009-06-20 15:01:10,84,16,RooookieP
@ddlovato ANSWER MY QUESTION!!!! haha sorry im not in a very good mood today ,2257868018,2009-06-20 15:01:23,77,14,xoAngelselxo
@ddlovato Oh no.   I wish you all the best. Get well soon!,2257878909,2009-06-20 15:02:24,58,12,grassi2000
@ddlovato feel better !  i'm going to your show wednesday ! i'm so excited i can't wait !!,2257884834,2009-06-20 15:02:58,90,18,mirandaaaxoxo
"@ddlovato you're awesomeee. i love youu. don't lipsync. then, they make fun of you ",2257898841,2009-06-20 15:04:18,83,14,ezmiley
@ddlovato i have a real bad throat too  it's from screaming too much @ wembley on monday. get better soon!,2257899503,2009-06-20 15:04:22,106,20,sophiesayswhat
@ddlovato  I really hope you get better soon darling.,2257903156,2009-06-20 15:04:43,53,9,heavenlyghost
@ddlovato  hope it gets better for you (yn),2257904884,2009-06-20 15:04:53,43,8,michelleetaylor
D@ddlovato  i feel your pain..getting over strep ,2257919217,2009-06-20 15:06:12,49,7,ilikesongs143
@ddlovato aww  i bet you'll still be amazingg!,2257922205,2009-06-20 15:06:29,46,8,hershey__kiss
@ddlovato aw im sorry you lost your voice  hope you get it back in time to sing &lt;3,2257924200,2009-06-20 15:06:40,85,18,beccasweetness
@ddlovato so sorry for you...i've lost it me too ,2257927463,2009-06-20 15:06:59,49,9,Tea_BriossLuver
"@ddlovato aw demi i'm so sorry about your voice  i'm sure you'll still sound beautiful though, you always do. just rest up until then &lt;3",2257928201,2009-06-20 15:07:03,139,25,stefanienicolee
"@ddlovato me too, but that's because I've been sick for the last 3 days, my voice sounds like a man and feels like sandpaper ",2257939696,2009-06-20 15:08:11,125,24,putoutthemoon
@ddlovato any way we can still get m&amp;g for monday?!? the vip tix are sold ouuuttt i believe  i wanna meett you againnn &lt;3,2257940151,2009-06-20 15:08:14,128,24,jackieaugustus
@ddlovato Oh no Demi! I'm so sorry to hear about your voice  You're show will still be amazing! Do you have to lipsync?,2257952008,2009-06-20 15:09:21,119,23,liveforthedream
aw i feel sorry for @ddlovato  sorry demi. i hope your voice gets better !,2257953141,2009-06-20 15:09:28,74,15,NickKevinJOEnas
@ddlovato are u seeing one of her concerts!? ,2257960278,2009-06-20 15:10:09,45,8,connierose04
@ddlovato OMG !   That is so bad .. but i hope that by tomorrow you have your voice back!,2257961538,2009-06-20 15:10:15,89,19,MarianaViveiros
"@ddlovato And I have to meet YOU before I die, but sometimes seems so impossible  Oh I'm sad now =/",2257967370,2009-06-20 15:10:48,99,20,Samy19
"@ddlovato Aww, Demi I hope you feel better soooon  I'll pray for you to get better(: I love youuu&lt;3333",2257984419,2009-06-20 15:12:25,105,19,savi_garbowsky
"@ddlovato Wow.. I'm a singer, so I know that losing your voice is one of the worst things that can happen.. ",2257992083,2009-06-20 15:13:08,108,21,KathrynAnderson
@ddlovato why don't you ever talk to me demi what have i done to you??? ,2258008316,2009-06-20 15:14:40,72,15,Mileyluver01
@ddlovato and i have to meet you before i die ,2258033638,2009-06-20 15:17:01,46,10,kris89
"@ddlovato dear demi, i lost a friend yesterday cuz of a fight. Any advice? it would really help. i miss her ",2258039579,2009-06-20 15:17:33,108,21,danaashaninee
"@ddlovato do you like spiders? well not like, but are you afraid of them. cause they're my biggest fear ",2258047857,2009-06-20 15:18:19,104,19,saraaaaa_love
"@ddlovato awwww  that sucks!  did you love Toronto?  i was going to come down to see you, but my mom wouldnt let me ",2258057966,2009-06-20 15:19:18,116,23,MorganAndrade
"@ddlovato dear demi, i lost a friend yesterday cuz of a fight. Any advice? it would really help. i miss her ",2258058519,2009-06-20 15:19:21,108,21,danaashaninee
@ddlovato please bring miley cyrus to fresno. she is not coming here on her current tour ,2258074491,2009-06-20 15:20:47,89,16,BatmansBabe
@ddlovato awh demi rest your voice as much as you can! and don't worry i'm sure your show will rock tomorrow! wish i could go ,2258096131,2009-06-20 15:22:50,126,25,ohshizitsrissx3
@ddlovato omg! 3 times? are you seroius? poor you!  #BTS,2258097806,2009-06-20 15:23:00,56,10,giovannalopes
@ddlovato gah. that's horrible.  i'd get super clausterphobic.. bahaha. i don't even know if i spelled that right. xD,2258101523,2009-06-20 15:23:22,117,19,headband_anza
"@ddlovato once, i hurt my hand on the elevator's door ",2258102237,2009-06-20 15:23:26,54,10,Mariacfcampos
@ddlovato ur so awesome demi. i wish u would reply but i no ur so busy. wish i could meet u ,2258116207,2009-06-20 15:24:44,92,21,allisonmojica
@ddlovato I want demi to tweet me  since im never gonna meet her cz i live in ireland ,2258140388,2009-06-20 15:27:00,86,18,sorcha_d
@ddlovato i hope i could one day get a tweet from demi. but i know it will never happen  i love you demi! july 11th&lt;333,2258140768,2009-06-20 15:27:02,122,25,angelinaduhh
@ddlovato it sucks that you never reply to me  i wish you would it would like literly change me life ! ii seriously do love u ! pls reply,2258146144,2009-06-20 15:27:32,137,29,WnbaWisher
@ddlovato  ADD A TORONTO DATE TO YOUR TOUR MANNNN. i want to see david archuleta &amp; you so bad ,2258146248,2009-06-20 15:27:33,98,19,jessica_graore
wishes @ddlovato would reply  shes so awesome!!,2258156051,2009-06-20 15:28:29,47,7,allisonmojica
"@ddlovato yeah! so do i, i dont belive in love anymore, people broked my heart so many times ",2258157041,2009-06-20 15:28:35,93,18,julianastern
@ddlovato Demi it just happened to me  It sucks. . please reply,2258159071,2009-06-20 15:28:46,63,12,sorcha_d
@ddlovato again? three strikes and your out! ,2258159205,2009-06-20 15:28:47,45,7,NikkayPandarr
@ddlovato ADD A TORONTO DATE TO YOUR TOUR MANNNN. i want to see david archuleta &amp; you so bad ,2258159306,2009-06-20 15:28:48,97,19,jessica_graore
@ddlovato awww  I love you! I hope you don't either!,2258159496,2009-06-20 15:28:49,52,10,alannaaaa
"@ddlovato aww demi *hugs* I hope that never happens to you again. If it does, whoever did it will no about it from me ",2258161766,2009-06-20 15:29:02,118,24,jonaslovato
@ddlovato aweh  who did you get your hearbroken by? ill never break you heart. because il always love you as a fan ! xo your the best!,2258163416,2009-06-20 15:29:11,134,27,WnbaWisher
@ddlovato Well I want to tell you that I watched PPP and I cried every time that Rosie and Carter did  It was BEAUTIFUL,2258163755,2009-06-20 15:29:14,119,24,alexandra_42
@ddlovato awwz demi  i have the same fear... sigh..,2258164072,2009-06-20 15:29:15,51,9,melz0812
"@ddlovato your breaking my heart by not replying  haha i kid! but yeah, it'd be nice.. ;D",2258164640,2009-06-20 15:29:19,89,17,andrewbunton
@ddlovato  i've tweeted you alot and never get a reply =( =( =(,2258165098,2009-06-20 15:29:22,63,13,meganastalos
"@ddlovato me too  You know what, screw guys. Don't let ANYBODY make YOU feel like less than you are. No one deserves your tears!!!!!",2258167093,2009-06-20 15:29:32,132,24,LauraSauruss
@ddlovato awwww thats happened to me sooo many times i hate it ,2258167403,2009-06-20 15:29:34,63,12,emmalfc
@ddlovato its one of mine too  anyways i love you demi can't wait to see you one day!!!!!!!!!!!!!,2258175881,2009-06-20 15:30:21,97,18,alyanderson22
@ddlovato Awe  That's so sad,2258176490,2009-06-20 15:30:23,28,5,BMetrick13
"@ddlovato some guys are just stupid , OMG !  I wish you tweet me .. but you never do",2258178726,2009-06-20 15:30:35,84,19,MarianaViveiros
@ddlovato aaaww!  girl! .. that's mine too.,2258179080,2009-06-20 15:30:37,43,7,andii_h
@ddlovato exactly what i fear of ,2258181742,2009-06-20 15:30:51,33,6,sitihere
@ddlovato  i know how that feels,2258182848,2009-06-20 15:30:58,32,6,SincerelyMahina
"@ddlovato you NEVER reply me, i send 957397950 tweets for you everyday and you never reply me! thats sad ",2258185949,2009-06-20 15:31:15,105,19,julianastern
"@ddlovato , i wish you could reply to me sometime  ! i wish sometime . but it prob wont happen  its okay . but dont worry u wont get ur.",2258186956,2009-06-20 15:31:21,136,30,WnbaWisher
"@ddlovato  bless you. its tough. but everyone experiences heart break and you will pull through again, like you did before. be strong x",2258199529,2009-06-20 15:32:33,135,23,ColetteA
"@ddlovato My biggest fear is... well... don't reach my dreams, I think ",2258202231,2009-06-20 15:32:49,71,12,larissasouza
how come @ddlovato never replies to me  all I wanna do is meet/talk to her.,2258203150,2009-06-20 15:32:54,75,15,katieters
@ddlovato aw thats saaaaad ,2258204807,2009-06-20 15:33:04,27,4,tjeeng
@ddlovato Aweee Demi thats one of my biggest fears tooo ,2258204982,2009-06-20 15:33:05,56,10,crisisjanee
@ddlovato mmm...  iis also one of th fears Ive got  *,2258206984,2009-06-20 15:33:16,53,11,conversefashion
@ddlovato omg hey soo i really want to become an actress and i dont know wwhere to start can u help me plz!!  btw u rock,2258207839,2009-06-20 15:33:22,120,26,klckool
I have been tweeting @ddlovato for the past half hour and not one reply  shes such a huge inspiration to me i would cry if she replied 2me,2258228171,2009-06-20 15:35:18,138,28,demi_lovato_rox
"@ddlovato at 16...twice is kind of a lot lol.  I understand tho, I'm 17 &amp; hve had my heart broken twice. It's the worst feeling. ",2258229462,2009-06-20 15:35:25,133,25,oohcelgee
@ddlovato do u like my profile picture? i think it's adorable &lt;3 i want that people mag! but i live in argentina  send one to me! haha,2258239607,2009-06-20 15:36:24,137,27,aldulovato
"@ddlovato demi never reply 2 me ethier  but u still rock, hope ur voice gets better !",2258244463,2009-06-20 15:36:52,85,17,wahyud3sire
@ddlovato Loves pretty addictive isnt it? it hurts when its taken away ,2258248773,2009-06-20 15:37:16,71,12,NikkayPandarr
"I always wonder why i can sign up on Say Now from my country, thats suck! Cz i cant call @ddlovato n @selenagomez ",2258251910,2009-06-20 15:37:34,114,23,FallaRohmah
@ddlovato omg. thats my fear too  FEEL BETTER &lt;3,2258257385,2009-06-20 15:38:05,51,9,PleaseeBeeMinee
@ddlovato  hope that doesn't happen. heartbreak sucks.,2258264991,2009-06-20 15:38:47,54,7,Cassiekins
@ddlovato my too ,2258269609,2009-06-20 15:39:15,17,3,amygarciav
@ddlovato please reply ,2258270433,2009-06-20 15:39:19,23,3,allisonmojica
@ddlovato demi is mean she nvr repies 2 me ,2258270688,2009-06-20 15:39:21,43,9,gibbonsbaseball
@ddlovato Please say a hi demi ! ,2258284931,2009-06-20 15:40:43,33,7,cardoso94
@ddlovato please reply  it would make my day... or my year..,2258286507,2009-06-20 15:40:51,60,11,BethanyWhitex
"@ddlovato aw, i've only been once.. and it's so nice to feel that. but i hope you heart never gets broken cuz u dont deserve it dems  ily",2258303651,2009-06-20 15:42:30,137,28,aldulovato
@ddlovato i've been stuck in an elevator 2!!i was there for almost 1hour with the lights turned off!for 6 months i didn't use it again.. ,2258307113,2009-06-20 15:42:50,137,25,fotika92
@ddlovato wow Not wise of your fear of the elevators incredible!  i love you demi !,2258313412,2009-06-20 15:43:27,83,16,nicholasjonas95
@ddlovato hopefully you wont.. dudette yu never tweet back ,2258314577,2009-06-20 15:43:34,59,9,VeonicaObessed
@ddlovato ok so I totally agree! You probably have a better chance at meeting her than me. ,2258315312,2009-06-20 15:43:38,91,17,kourtneyy_
@ddlovato please reply  i really jus want a reply n dats all ,2258323115,2009-06-20 15:44:23,61,12,allisonmojica
@ddlovato P.S. I have to meet Britney Spears before I die.= or if she dies ,2258340863,2009-06-20 15:46:05,75,15,aronkh
@ddlovato heartbroken   i lost my girlfriend yesterday. we were together one years ;(,2258368575,2009-06-20 15:48:49,85,13,tkaczu
@ddlovato  why and how will you get your heart broke again? May I ask who or who were you going out with to get your heaetbroken again?  ,2258374817,2009-06-20 15:49:27,137,27,lins781
@ddlovato yure lip syncing tmrw?! For myy showw ,2258391497,2009-06-20 15:51:04,48,8,jaygee808
@ddlovato and talking about heartbrakes my bf just did it to me  he ruins everything :'(,2258399708,2009-06-20 15:51:53,88,16,andreades
@ddlovato know how u feel ,2258480146,2009-06-20 15:59:47,26,5,trekzbekz
@ddlovato believe me so is mine it sucks i've had that happen before i'm going through it right now ,2258530984,2009-06-20 16:04:34,100,19,elesaxo
@ddlovato Also i prayed for your voice. Its amazing and i dont want it gone ,2258532293,2009-06-20 16:04:42,76,15,AlexaMeader
@ddlovato are you okay  dont fear heartbreak it does nothing but make people stronger &lt;3,2258535121,2009-06-20 16:04:59,91,15,khauff10
"@ddlovato I totally and completely agree, I fear this as well.  ",2258603682,2009-06-20 16:11:42,64,11,katieravenna
@ddlovato heart breaks are horrible.  just have faith. &lt;3,2258655334,2009-06-20 16:16:44,60,9,ashleybaldwinn
"@ddlovato awe, today just isn't a good day for you is it? ",2258738152,2009-06-20 16:25:00,58,12,alexiawetherbee
@ddlovato Oh yay.  That must suck.,2258749391,2009-06-20 16:26:07,34,6,atl_felicia
@ddlovato *ELEVATORS haha that was such a fail  but i got there before tom ha.,2258765678,2009-06-20 16:27:44,78,15,connierose04
@ddlovato demi runn but dont use the elevator... dont want you to get stuck  x,2258766633,2009-06-20 16:27:50,78,15,sarahhendley11
"@ddlovato PLEASE DEMI , REPLY ME ",2258784426,2009-06-20 16:29:38,33,6,liinacastro
@ddlovato at least it's not night time!! that happened to me once at like 4:30AM. it sucks ,2258825953,2009-06-20 16:33:37,91,17,yo_tito
@tommcfly STOP TALKED WITH @ddlovato and talking to me ,2258829579,2009-06-20 16:33:59,55,9,bellzs2
@tommcfly You answered she (@ddlovato) . And the people who gives you money does not!! ,2258871417,2009-06-20 16:38:08,87,15,thathyanna
@ddlovato ..falling in love  except me,2258954523,2009-06-20 16:46:29,38,6,beckyhope
@ddlovato HI!!! Please reply  it would mean soo much!,2258983015,2009-06-20 16:49:25,53,9,aeagle13lover
