Content,ID,Timestamp,Length,LengthPalabras,Autor
"i still have to study!  goodnight twitts! goodnight @tommcfly, @dannymcfly, @dougiemcfly, @mcflyharry! love you &lt;3",1998718154,2009-06-01 19:00:45,117,15,francnc
Last night of @tommcfly @Dannymcfly @dougiemcfly and @mcflyharry in Sao Paulo. Sad sad sad ,1998827520,2009-06-01 19:11:21,91,14,gabriellax
@tommcfly VocÃª Ã© bonito. ,1998926508,2009-06-01 19:21:10,27,4,paulacxx
"@tommcfly (...) SOO COLD in SÃ£o Paulo, 9Âº, i'm not okay :S everything to see you and NOTHING  (...)",1998983588,2009-06-01 19:26:53,101,19,nihcardoso
@tommcfly who is choosing the restaurants for you guys???  mad about this  Sao Paulo has wonderful place for dinner... what a pitty!!,1999195689,2009-06-01 19:48:19,133,22,JulianaPSA
@tommcfly i think my partner is cheating on me i need a hug       i m suicidal xx,1999259369,2009-06-01 19:54:49,81,17,Sarahvenom
"@tommcfly of you in my computer, LOL please answer me  &lt;3",1999580980,2009-06-01 20:28:06,60,11,leeandradex3
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans ,1999647969,2009-06-01 20:34:53,120,21,StephanieMcFly
@tommcfly  Fine Fine dont reply bad man ,1999658453,2009-06-01 20:35:55,40,7,StephanieMcFly
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans ,1999661344,2009-06-01 20:36:13,120,21,StephanieMcFly
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans  he?,1999663352,2009-06-01 20:36:26,124,22,StephanieMcFly
"@tommcfly put a picture of you with  danny's brother (the monkey)! I was searching, but because of Dougie and his flu,im sick now ",1999663991,2009-06-01 20:36:30,130,23,jeeellybeans
"@tommcfly i have 3 favs in just 1 photoshoot. you're so gorgeous, i can't choice just one  www.tr.im/tmf1 www.tr.im/tmf2 www.tr.im/tmf3 â¥",1999667997,2009-06-01 20:36:55,139,21,_audrey
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans ,1999685162,2009-06-01 20:38:42,120,21,StephanieMcFly
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans  finee...,1999686604,2009-06-01 20:38:51,129,22,StephanieMcFly
@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans  huh ?,1999693333,2009-06-01 20:39:33,126,23,StephanieMcFly
@tommcfly dooooooon't say that  you have too much amazing pics of yourself ,1999715969,2009-06-01 20:41:45,75,12,imunderdog
@tommcfly dont reply to me?? please say HOLA MEXICO!! ,1999794774,2009-06-01 20:50:10,54,9,StephanieMcFly
"@tommcfly hey if you dont reply you dont have more burritos in mexico, so say HOLA MEXICO and everything is fine :') im tired ",1999811487,2009-06-01 20:52:01,126,24,StephanieMcFly
@tommcfly Tom..look...maybe im rude and im sorry..but understand me.. u canceled the concert and the stupid flu is not here anymore ,1999837787,2009-06-01 20:54:59,132,21,CyNtHi_FLeTcHeR
"@tommcfly NOOOO, please! black and white confused my mind, please ",2000205722,2009-06-01 21:37:25,66,10,_audrey
@tommcfly Why do u just reply when ppl say bad things to u?  I just wanna know if u received my present.. http://twitpic.com/5v1sq *cry*,2000246074,2009-06-01 21:42:25,136,24,mariana_pereira
@tommcfly i'm upset ... you didn't even came down to say hi to us at the hotel... ,2000264978,2009-06-01 21:44:49,82,17,luizasouza
@tommcfly the 1st one wont load for us  but i love the pic you had x,2000312202,2009-06-01 21:50:48,68,16,bexiclepop
"@tommcfly PLEASE REPLY! us american fans feel quite left out  and it takes a while for the photo to come up, it happened to me too haha",2000317374,2009-06-01 21:51:29,135,27,allisonxriley
"@tommcfly Won't you reply to me, too?  lol it'll make my day! and school for me tomorrow  im nervous!!",2000331569,2009-06-01 21:53:20,102,19,gemeg
@tommcfly when i tried to change my picture it disappeared on me too ,2000370646,2009-06-01 21:58:20,69,13,alyseegs
@tommcfly You are soooo meaaannn!! I tweet you everyday and i don't get a reply from you.  Click &quot;delete current&quot;!,2000387142,2009-06-01 22:00:23,124,20,patriciaco
@tommcfly I prefer the other one!hauahahaua Now you've got nothing ,2000393887,2009-06-01 22:01:13,67,10,gabbysales
"@tommcfly TOOOOMMMM!!!  To show your picture, click &quot;delete current&quot; coz same thing happened to me. Hope you'll reply. ",2000398222,2009-06-01 22:01:45,129,18,patriciaco
@isa_spn today was my 1rst day at new job and @tommcfly didn't care... he's a bad brother! I'll tell to mum @DebbieFletcher! ,2000413040,2009-06-01 22:03:43,125,22,mariana_pereira
@isa_spn today was my 1rst day at new job and @tommcfly didn't care... he's a bad brother! I'll tell everything to mum @DebbieFletcher! ,2000414922,2009-06-01 22:03:57,136,23,mariana_pereira
@tommcfly I'm like one of your biggest fans! So please reply to me. I love you A LOT! I'm even listening to your songs right now. PLEASE! ,2000432322,2009-06-01 22:06:09,138,27,steph_davies
"@tommcfly It's sort of hard to tweet you 100 times, then you don't reply.  So please, a simple hi would do. Please, just make my day! ",2000437987,2009-06-01 22:06:54,134,26,steph_davies
@tommcfly My friend @patriciaco had the same problem with the picture thing. She said click &quot;delete current&quot; Reply to us please. ,2000445959,2009-06-01 22:07:59,139,21,steph_davies
"@tommcfly I already sent you 6 tweets, 7 if you count this one. I will keep on tweeting you until you reply. So please, just reply now. ",2000458748,2009-06-01 22:09:43,136,27,steph_davies
@tommcfly PLEASE JUST LET ME KNOW IF YOU'RE GETTING MY TWEETS.  Hope you'll replyyyy.,2000480368,2009-06-01 22:12:37,85,14,patriciaco
"@tommcfly I already sent you 9 tweets, 10 if you count this one. I will keep on tweeting you until you reply. So please, just reply now. ",2000488691,2009-06-01 22:13:47,137,27,steph_davies
@tommcfly Tom! I tweet you everyday and i don't get even one from you.  Please just reply to me even onceee?,2000499231,2009-06-01 22:15:12,108,21,patriciaco
"@tommcfly I already sent you 11 tweets, 12 if you count this one. I will keep tweeting you until you reply. So please, just reply now. ",2000503129,2009-06-01 22:15:45,135,26,steph_davies
@tommcfly It's hard to get a reply from you.  Haha but i'm not giving up! Hope you'll tweet me back. Please please please.,2000504941,2009-06-01 22:16:00,122,23,patriciaco
@tommcfly  are you guys ever going to come to america?! i'm gonna cry if you don't come here soon! :/ please come here..?,2000509291,2009-06-01 22:16:37,121,23,JoCracker
"@tommcfly A simple &quot;hi&quot; would do. Seriously. I tweet you everyday. It's kinda hard, you know. So just reply. Please. ",2000512955,2009-06-01 22:17:08,127,20,steph_davies
@tommcfly you don't reply to your fans a lot now ,2000528922,2009-06-01 22:19:19,49,10,amalinaaa
"@tommcfly lol ,and you just ignored my photos    http://twitpic.com/6g486 and http://twitpic.com/6g44k    good photos,I promise",2000739154,2009-06-01 22:50:15,127,14,_saan
@dougiemcfly LOL! Hahaha don't sleep first!  Can you please reply to me? @tommcfly won't.  Please! I love McFly!,2000907348,2009-06-01 23:17:12,112,18,patriciaco
"@tommcfly i ain't got one as well, twitter is mean  , anyway , about yours, you should pick the first one, that's my fav pic of u ever! xx",2001151503,2009-06-01 23:59:53,138,29,Judee_S
"@tommcfly I want you again in BrasÃ­lia  I wanna meet you and hug you... shit, I'm with depression-after-McFly.",2001978243,2009-06-02 02:43:55,111,18,jessiica_x
@tommcfly http://twitpic.com/2y9c6 - I'm reading Eclipse yet. I can't get out of the page number 295 ,2002068915,2009-06-02 03:02:17,101,16,fcampello
"@tommcfly oh Tom, the same happenned to me  I wanted to change my pic and now I'm a blue mark. Twitter's joking with us!",2002143888,2009-06-02 03:17:18,120,24,beccans
"http://twitpic.com/6gkvc - Before the end of summer, I want to post @tommcfly 's tweet too.  This is @tomfelton 's tweet BTW. LOL.",2002891791,2009-06-02 05:24:54,130,22,steph_davies
keep havin dreams @dannymcfly @dougiemcfly @mcflyharry and @tommcfly finally tour the us &amp; somethin stupid always stops me from going!! ,2003428775,2009-06-02 06:30:59,140,20,alyseegs
@tommcfly no tweet today?  x,2003508943,2009-06-02 06:39:47,28,5,sophielovemcfly
"@tommcfly TOM. PLEASE GIVE ME A SHOUTOUT BEFORE LEAVING.  I tweet you everyday, every hour.. but i don't get one back. ",2003954068,2009-06-02 07:25:39,119,21,patriciaco
@tommcfly Don't leave! I just miss you already ,2004035089,2009-06-02 07:33:39,47,8,xBarbx
@tommcfly nooooooooooooooooo ,2004039006,2009-06-02 07:34:02,29,2,dbr28
@tommcfly Life is that ironic.. Have you heard about the song &quot;ironic?&quot; Haha! Can i just ask if you're getting my tweets? ,2004106644,2009-06-02 07:40:37,132,22,patriciaco
@tommcfly plz answer! you never answer to me!  http://twitpic.com/5f9e1,2004190235,2009-06-02 07:48:49,71,9,keren4562
"@tommcfly i went straight to the tele + turned mtv on lmao, you are nt there  x",2004286452,2009-06-02 07:58:03,79,17,sophielovemcfly
@dougiemcfly @tommcfly do you know how much it hurts when you guys don't reply?  a simple hi would do...,2004398533,2009-06-02 08:08:25,104,19,steph_davies
@tommcfly i'd love TO HAVE a SG too   haha,2004489396,2009-06-02 08:16:51,42,9,_saan
"@tommcfly tom, your new picture is perfect! i loved it â¥ i hope you likeyour last show today. come back soon, guys. i miss you yet. ",2004914623,2009-06-02 08:56:15,134,26,juddflavia
"@tommcfly i don't believe is the last show in Brazil, please don't go ",2005206684,2009-06-02 09:21:47,70,13,jubs4
i agree with @Beckyrudd @tommcfly pleaseeeeeeeeeeeeeee play bubble wrap when you do the forest gigs  love to hear it live again!!!!   &lt;&lt;,2005939481,2009-06-02 10:24:38,142,22,elfo930
"@tommcfly hard 2think its already the last show in brazil  well, hope u enjoyed ur stay n come back whenever u want!  #brazillovesmcfly",2007303778,2009-06-02 12:26:56,135,23,liihjanasi
@tommcfly why are'nt you coming to israel??  it's so unfair!  life sux without meting you. ,2008052357,2009-06-02 13:32:58,91,15,keren4562
"@tommcfly tooooom  come back soon to sao paulo! DID THE BEST THAT I COULD, but wasnt enough =/",2008053083,2009-06-02 13:33:02,94,18,leleah_11
"@tommcfly Toooooom, I just want to say ... love you, I'm a sweet hahaha ",2008071799,2009-06-02 13:34:42,72,14,taisays
"@tommcfly how is the weather in Porto Alegre? In Curitiba is really cold, like england, but without snow! I want snow in Brazil! haha ",2008072070,2009-06-02 13:34:43,134,24,jessvarella
@tommcfly aww  were u playing tonite??,2008127678,2009-06-02 13:39:44,38,6,CharlMcFly
@tommcfly Wish I were in Porto Alegre ,2008130248,2009-06-02 13:39:58,38,7,baalbi
@tommcfly I have to do a sucked homework.  watch a movie (&quot;time to kill&quot;; it's awesome!) and then answer some questions about law and the,2008961163,2009-06-02 14:55:54,147,25,lomoraes
@tommcfly guessing it sounds rather nice over there then haha? todays weather been rather cold compared to the rest of this week  !,2009600569,2009-06-02 15:58:04,131,23,PhillHaggath
@tommcfly answer me ,2009606302,2009-06-02 15:58:40,20,3,sofiazagallo
@tommcfly supposed to be raining tomorrow ,2010008079,2009-06-02 16:39:07,42,6,Gabbysparano
@tommcfly tom i've got a chemistry exam tomorrow. it's nearly 3 am here and i'm still revising... wish me luck please!  x,2011352220,2009-06-02 18:53:14,121,22,Sam4God
@tommcfly it's awful to say goodbye    ,2011405002,2009-06-02 18:58:24,39,6,Caarols
@tommcfly tom i've got a chemistry exam tomorrow. it's nearly 3 am here and i'm still revising... wish me luck please!  x,2011405141,2009-06-02 18:58:25,121,22,Sam4God
"@tommcfly thanks for beeing here, tom.although i couldn't see u live,you touched my heart as if u were always here. i love you SO much! ",2011407927,2009-06-02 18:58:41,136,25,mandivolpato
"@tommcfly I'm so sad, I couldn't go to the show  I'll cry!!!",2011412440,2009-06-02 18:59:06,60,12,LudieMoura
@tommcfly please come to australia again but this time come to melbourne. i missed u guys last time ,2011424069,2009-06-02 19:00:10,100,18,Teta_Bear
@tommcfly it is over now. I can't believe it. I'll be missing you. comeback soon guys ,2011424695,2009-06-02 19:00:13,86,16,MAOE_girl
@tommcfly DON'T GOOOOOOOO PLEASE ,2011427008,2009-06-02 19:00:24,33,4,marianasays
"@tommcfly tooom, we're gonna miss you A LOT  thaaanks for everything.",2011435565,2009-06-02 19:01:12,69,11,natybrzl
"@tommcfly we salute you too! i can't believe that you're backing to uk  it's really sad. please, back to brazil ASAP! we need you here!",2011490534,2009-06-02 19:06:09,135,25,paulazinha
@tommcfly you have not been away and I already feel a lack of you ,2011497964,2009-06-02 19:06:49,66,14,milamcfly
@tommcfly OMG guys you're leaving :/ i guess i'm gonna cry  hope you come back as soon as you can..missing you already :/ love you all &lt;3,2011505734,2009-06-02 19:07:33,140,27,leeandradex3
@tommcfly you have not been away and I already miss you ,2011512834,2009-06-02 19:08:14,56,11,milamcfly
"@tommcfly ooh, staaaaaay in braziiil  hahaha! pls, come back soon (: love ya!",2011568679,2009-06-02 19:13:26,77,13,belss_
"@tommcfly I can't believe it's over  Tom, thank you so much for everything! The two best weeks ever! Hope to see you soon. Love you xx",2011598167,2009-06-02 19:16:11,134,26,beccans
"@tommcfly don't leave brazil, we will miss you guys so much ",2011598560,2009-06-02 19:16:13,60,11,thatsignorance
"@tommcfly here (in Rio) you don't forgot any word ... I guess, haha. you are leaving? when u come back again? ",2011633963,2009-06-02 19:19:34,110,21,beatrizx
@tommcfly  you have not been away and I already miss you ,2011691828,2009-06-02 19:25:06,57,11,milamcfly
@tommcfly are you guys ever going to come to America?  it seems like you guys will never come here! have you guys ever talked about it?,2011736393,2009-06-02 19:29:28,135,26,JoCracker
"@tommcfly the truth, you hate the Mexican fans? ",2012209830,2009-06-02 20:15:14,48,8,lesliepokita
"@tommcfly you seem to really like twilight, eh? LOL. How about saying hi to me? Please. ",2012261849,2009-06-02 20:20:34,88,16,steph_davies
@tommcfly please come to the philippines!  or at least sell your merch here.. manila needs some mcfly love! #mcflyinmanila #mcflyinmanila,2012387830,2009-06-02 20:33:42,137,20,caramelflavored
"@tommcfly the truth, you hate the Mexican fans? ",2012454843,2009-06-02 20:40:49,48,8,lesliepokita
"@tommcfly you can't leave brazil, thomas! i won't let you do that, it'll be a terrible mistake! listen to what i'm saying! lol ",2012472600,2009-06-02 20:42:46,127,23,luizasouza
"@tommcfly the truth, you hate the Mexican fans?  Yes, not, maybe",2012478302,2009-06-02 20:43:23,64,11,lesliepokita
@tommcfly say Hola Mexicanas please ! dont forget your fans ,2012478337,2009-06-02 20:43:23,60,10,StephanieMcFly
@tommcfly say Hola Mexicanas please ! dont forget your fans  ok,2012480115,2009-06-02 20:43:35,63,11,StephanieMcFly
"@tommcfly the truth, you hate the Mexican fans?  Yes, not, maybe",2012482441,2009-06-02 20:43:51,64,11,lesliepokita
"@tommcfly the truth, you hate the Mexican fans?  Do you believe that the guilty is PAola Garin?",2012503274,2009-06-02 20:46:06,95,17,lesliepokita
@tommcfly  im Paola Garin and i feel guilty waaaaa please please please just one update,2012530048,2009-06-02 20:49:06,87,15,paolagarin
"@tommcfly the truth, you hate the Mexican fans?  Do you believe that the guilty is PAola Garin?",2012549126,2009-06-02 20:51:09,95,17,lesliepokita
"@tommcfly you're a bad guy with me, and i made all to see you. now, i want your reply  x",2012552264,2009-06-02 20:51:29,88,20,littlebruh
"@tommcfly the truth, you hate the Mexican fans?  Do you believe that the guilty is PAola Garin?",2012562966,2009-06-02 20:52:42,95,17,lesliepokita
"@tommcfly the truth, you hate the Mexican fans? ",2012564701,2009-06-02 20:52:54,48,8,lesliepokita
@tommcfly When will you guys leave Brazil?? ,2012639122,2009-06-02 21:01:05,44,7,LuhM
@tommcfly Hi Tom! How are you? - please tweet back. just to make my day.. ,2012948354,2009-06-02 21:36:13,74,15,lianliancook
"Aww.. Bummer, @tommcfly didn't even reach 3rd place in @DIBSDaily 's poll for 'MALE CELEB YOU WISH HAD HIS OWN REALITY SHOW' ",2013131023,2009-06-02 21:59:16,125,22,iLoveSeventeen
@tommcfly sad times for youu  Not long left in brazil :O x,2013243108,2009-06-02 22:13:25,58,12,Monicarrrr
@tommcfly I think it's because he's ill though... ,2013287591,2009-06-02 22:19:20,50,8,mariel9189
"@tommcfly you were so nice person at Hilton and Terra, and here you ignore me and not even talk about MCFLYERS.COM.BR  SHAME ON YOU TOM!",2013293025,2009-06-02 22:20:06,136,25,fracky
"@tommcfly the truth, you hate the Mexican fans?  Yes? NOT? Maybe?",2013303597,2009-06-02 22:21:30,65,11,lesliepokita
"Why is it so hard to get a reply from you, @tommcfly ? ",2013356499,2009-06-02 22:28:59,55,13,steph_davies
@tommcfly That sucks! Wish I could go and see him!  Think they're sold out now...is he even coming to Cardiff?? xx,2013377370,2009-06-02 22:31:51,114,21,BefiBeez
@tommcfly has mj postponed all his dates  id love to see him!&lt;3 x,2013404177,2009-06-02 22:35:40,68,13,bexiclepop
"@tommcfly i love michael jackson, he is so awsome! i wish i was online when you tweeted tom..argh i always miss out!!  x",2013866012,2009-06-02 23:47:40,120,23,aussiemcflyfan
"@tommcfly  I realise too many people tweet and ask you this, but.... Just throwing it out there - I sound so pathetic...  Have a nice show",2014188611,2009-06-03 00:43:44,138,26,hannahmcfly
"@tommcfly mine too, bloody march next yeah. and apprently there is so many rumours that he isnt going to do it now ",2014309937,2009-06-03 01:06:25,115,22,corruptedsmile
@tommcfly next year?! perhaps he wants to attract everybody...  xxx,2014315980,2009-06-03 01:07:37,67,10,happyBeSacky
@tommcfly dude i kinda don't think your alive since you don't say anything back to me ,2014649067,2009-06-03 02:13:38,86,16,CaitlinPavlich
@tommcfly dude i don't think your alive since you don't ever reply to me  but hey your still pretty amazing,2014654230,2009-06-03 02:14:41,107,20,CaitlinPavlich
Will cry if @tommcfly @Dannymcfly @dougiemcfly and @mcflyharry don't play T4 On The Beach this year  :'(,2014928251,2009-06-03 03:08:56,104,17,SamHD
@tommcfly i'm very upset cause i coulndt get to meet you guys in Rio. but it's OK. maybe next time.. right? ,2015391296,2009-06-03 04:32:19,108,21,ceciliaa_
@tommcfly i'm very upset cause i coulndt get to meet you guys in Rio. but it's OK. maybe next time.. right? ,2015575686,2009-06-03 05:01:03,108,21,ceciliaa_
"@tommcfly Argentina is ready, Brazil isn't  Don't goooo!",2015578212,2009-06-03 05:01:24,56,8,DeniseCarvalho
@tommcfly hey tom! could you answeeeeeer?  when are you leaving brazil?,2015579047,2009-06-03 05:01:31,71,11,flooor_
@tommcfly You're leaving Brazil.  Promise you'll be back soon! :'/,2015587309,2009-06-03 05:02:43,66,10,pin_ki
@tommcfly Are you leaving Brazil?!    ,2015592404,2009-06-03 05:03:30,38,5,kaarooliinee
@tommcfly Good Morning Tom!!! (: if Argentina is not... Venezuela is sooo ready haha jk jk.... Venezuela wants McFly  ,2015596027,2009-06-03 05:04:03,118,19,HollanL
@tommcfly i'm very upset cause i coulndt get to meet you guys in Rio. but it's OK. maybe next time.. right? ,2015602243,2009-06-03 05:04:58,108,21,ceciliaa_
@tommcfly i'm very upset cause i coulndt get to meet you guys in Rio. but it's OK. maybe next time.. right? ,2015607741,2009-06-03 05:05:44,108,21,ceciliaa_
"@tommcfly glad to know you've been listening, it's freezing here today! ",2015671679,2009-06-03 05:15:01,72,11,ellielocke
@tommcfly oh that sucks. what day were you meant to see him? Im seeing him on the 28th July and everybody keeps taking the piss. ,2015678126,2009-06-03 05:15:53,129,25,petrolRAINBOWS
@tommcfly What happened the April Tom??  Darn overpopulation!,2015683188,2009-06-03 05:16:35,61,8,RachelMcFly
@tommcfly You guys do a lot missing here in Brazil!  .. Promise to come back soon? PLEASE? love ya xX,2015708814,2009-06-03 05:20:12,101,20,miiihjones
@tommcfly Hey Tom. This is my 200th tweet for you.. and i never got one back.  I'm about to give up... Haha. Just one shoutout!,2015760574,2009-06-03 05:27:21,127,25,patriciaco
"@tommcfly I hate when you tweet these, you just make me feel stupid  It's mean!",2015774072,2009-06-03 05:29:11,79,15,x__claireyy__x
@tommcfly Because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here ,2015794981,2009-06-03 05:31:53,133,24,ligiagalvao
@tommcfly Because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here  ,2015798761,2009-06-03 05:32:23,134,24,ligiagalvao
@tommcfly Hope to see you at the airport todaaaaaay! sorry about me and my friend welling yesterday when you arrived.  love u,2015799907,2009-06-03 05:32:33,125,22,paulacxx
@tommcfly Because the tour of McFly in Brazil not gone through belo horizonte ?? I almost killed myself when I knew you would not here ,2015818497,2009-06-03 05:35:04,135,25,ligiagalvao
"@tommcfly I really really really love McFly. I hope someday you'll come here in Manila. We love you here, swear. Mind replying? ",2015818812,2009-06-03 05:35:07,128,22,patriciaco
@tommcfly Because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here  ,2015823122,2009-06-03 05:35:40,134,24,ligiagalvao
"@tommcfly Sorry about me and my friend welling yesterday when you arrived.  love u so, tks for the heart with your hands, it means a lot.",2015826521,2009-06-03 05:36:08,137,26,paulacxx
@tommcfly because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here ,2015828049,2009-06-03 05:36:20,133,24,ligiagalvao
@tommcfly It really makes me sad everytime other fans get replies from you while I don't. I really love McFly.  Just one shoutout!! (,2015839498,2009-06-03 05:37:50,133,24,patriciaco
"@tommcfly you keep ignoring me, all i aksed you is to look&amp;say what you think!  http://www.twitpic.com/5hfjr http://www.twitpic.com/5f9e1",2015841180,2009-06-03 05:38:04,141,17,keren4562
@tommcfly Because the tour of McFly in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here ,2015841977,2009-06-03 05:38:10,133,24,ligiagalvao
@tommcfly Because the tour of McFLY in Brazil not gone through belo horizonte? I almost killed myself when I knew you would not here ,2015843201,2009-06-03 05:38:21,133,24,ligiagalvao
@tommcfly that made my head hurt ,2015850871,2009-06-03 05:39:23,33,6,timeistheenemy
@tommcfly I tweet you everyday ever since i joined Twitter. And you haven't replied to me yet.  Or maybe you'll not reply to me ever...,2015857761,2009-06-03 05:40:18,135,25,patriciaco
@tommcfly look you say &quot;answear it's nothing&quot; but if you will answer me it's will do my day my week even my year! so plzzz  x,2015872966,2009-06-03 05:42:15,135,26,keren4562
@tommcfly you keep ignoring me and all i asked you is to look&amp;comment http://www.twitpic.com/5hfjr &amp; http://www.twitpic.com/5f9e1 ,2015885043,2009-06-03 05:43:51,138,16,keren4562
@tommcfly  i found it.......... but u didnt say anything......  u never reply....  i'm invisible...... ,2015886037,2009-06-03 05:43:59,103,14,XroulaX
@tommcfly Tom israel wants mcfly ,2015887645,2009-06-03 05:44:11,33,5,Roni_G
"@tommcfly Good trip guys. Brazil will miss u!  i can't wait to see you again and say &quot;baby's coming back&quot;. I really love u, thanks. xx",2015924842,2009-06-03 05:49:01,144,26,marinaprado
@tommcfly hey x do u have any vasaline i could borrow cos my nose is sore cos ive got a cold  would respect it if u have sum i could use!,2015941777,2009-06-03 05:51:06,137,31,mocker4eva
@tommcfly stay in brazil! ,2015963748,2009-06-03 05:53:51,26,4,jopassos
@tommcfly Did you get any shirt at the stage on saturday? With some drawings and stuff. Everybody loved it ,2015995598,2009-06-03 05:57:49,107,19,rachfahl
"@tommcfly Can't stay up much longer, its getting late. I was just hoping you'd reply to me tonight.  ohh Well, still know i love you. xx",2016000619,2009-06-03 05:58:25,136,26,BekalovesMcFly
"@tommcfly Tom, do you think you'll make it up to Scotland for any summer shows? I hate only getting to see you twice or so a year here! ",2016003760,2009-06-03 05:58:49,136,28,Bairdie11
@tommcfly I am already missing you! really ,2016005736,2009-06-03 05:59:04,43,7,jopassos
"@tommcfly Okay, obviously not my last comment cause im still writing, but OMG i really really want you to reply to me!   ily x",2016049869,2009-06-03 06:04:08,126,24,BekalovesMcFly
"@joaninha100 HEY!do i?thank you...but i am not depressed at all, believe me! i am actually stunned with @tommcfly's new pic!miss you too ",2016064432,2009-06-03 06:05:50,137,22,catiams
"@tommcfly How are you? Come to New Zealand, please! iLoveYou too much. I've sent so many messages hoping you would reply  x",2016071746,2009-06-03 06:06:40,123,22,BekalovesMcFly
"@trishababycakes Saaad. 'Cause I wasn't able to tweet @tommcfly a while ago, so no reply for me. ",2016503212,2009-06-03 06:53:28,97,17,steph_davies
@tommcfly Bye guys.... ,2016722447,2009-06-03 07:15:16,23,3,juhH_86
@tommcfly I can't believe you are leavin  Come back as soon as possible â¥,2016739529,2009-06-03 07:16:55,75,14,rockgirl_
@tommcfly byee we're gonna miss u so much! you're welcome to come back whenever you want! And thank you for everithing! ,2016754947,2009-06-03 07:18:27,120,21,carolis_sobral
"@tommcfly We're really going to miss you  It was awesome! thanks for the concerts and everything, you're amazing! come back soon! love you",2016755324,2009-06-03 07:18:29,138,23,gabrielav
"@tommcfly nonono, i miss you  omg, love u  x",2016761700,2009-06-03 07:19:07,44,9,carollyne_
"@tommcfly NO TOM, PLEASE DON'T GO ",2016761824,2009-06-03 07:19:08,34,6,feer_x
@tommcfly don't go ,2016818576,2009-06-03 07:24:40,19,3,thainalopes
"@tommcfly it's sad to read &quot;goodbye Brazil&quot;, but.. it's the life  hahaha, Back soon!",2016818800,2009-06-03 07:24:41,94,14,caroldonada
@tommcfly We thank you all Tom! GoodBye  WE LOVE YOU SO MUCH â¥ eu te amo,2016819881,2009-06-03 07:24:47,74,16,juhbrazil
"@tommcfly We'll really miss you guys.  Please, come back soon!",2016864905,2009-06-03 07:29:09,62,10,marceela
"@tommcfly WE'RE ALL ALREADY MISSING YOU  have a nice journey and PLEASE, come back! Xx",2016908402,2009-06-03 07:33:14,86,15,ceciliaa_
"@tommcfly DUDE, you don't look up in Porto Alegre show. i was thete. danny look, Dougie look. you did't look. i'm sad with you. ",2016932898,2009-06-03 07:35:36,128,24,bourne22k
@tommcfly Goodbye  hope you come back soon. thank you for every moment! #brazillovesmcfly &lt;3,2016961181,2009-06-03 07:38:19,95,14,gabifs
"@tommcfly DUDE, you don't look up in Porto Alegre show. i was there. danny look, Dougie look. you did't look. i'm sad with you AND harry. ",2017023869,2009-06-03 07:44:18,138,26,bourne22k
@tommcfly you became like brazilians now.. part of our hearts are going with you!! dont leaveeeeee!!!!!! ,2017059885,2009-06-03 07:47:46,105,16,mayrafrota
@tommcfly you became like brazilians now.. part of our hearts are going with you!! dont leaveeeeee!!!!!! ,2017120501,2009-06-03 07:53:33,105,16,mayrafrota
"@Dannymcfly @tommcfly thank you for the shows,thank you very much for everything and for all time here in Brazil. It was amazing.Good bye ",2017161871,2009-06-03 07:57:27,138,23,rebecap
@tommcfly i'm crying  feels like you're always sliping away from me. please come back very soon. brazil loves you x,2017208490,2009-06-03 08:01:46,115,20,brendafreitas
"@tommcfly I already miss you guys! One day you will come back to Brazil, won't you? ",2017349908,2009-06-03 08:14:53,84,16,juw_
@tommcfly bye ,2017419744,2009-06-03 08:21:40,14,2,fefemf
"@tommcfly ooh, stay in brazil  hahaha pls, come back soon :]",2018018796,2009-06-03 09:18:33,60,11,belss_
"@tommcfly noooo tom, don't leave us ",2018074817,2009-06-03 09:23:51,36,6,Juuu1
"@tommcfly noooooo, don't leave Brazil ",2018276562,2009-06-03 09:42:50,38,5,juliabritto
"@tommcfly goodbye Tom, we'll miss you so much  back soon, love you  xx",2018499285,2009-06-03 10:03:37,70,13,mari_debski
"@tommcfly goodbye tom, we will miss you  COME BACK SOON! ",2018589554,2009-06-03 10:12:00,57,10,carol_giongo
"@tommcfly now you're officially gone  and i'm officially missing you!! goobye, COME BACK OK? we love mcfly so much.",2018978716,2009-06-03 10:48:39,115,19,sterhansen
@tommcfly WHERE TOM! WHERE!!!!!?? I WANT TO GO ,2031900075,2009-06-04 10:28:53,47,8,caarvannina
"@tommcfly i want to meet you too! but i have to wait until next time you come to brazil  x, love ya lots.",2031900099,2009-06-04 10:28:53,105,23,sterhansen
